,mouse,location,network,mean_surr_score,-5,-4,-3,-2,-1,0,1,2,3,4,5
13,Mouse39132,surr,1,0.13013030611158796,0.1314385566622807,0.13192362699999996,0.13228612506578943,0.13134231433333335,0.12976576643171805,0.13013030611158793,0.13022214003524227,0.131364549039823,0.13178017380616738,0.13285231280701754,0.1319051516359649
14,Mouse39135,surr,1,0.08017527543939394,0.0815389283294118,0.08163630839634152,0.08079959059171603,0.07963252611931822,0.08052001962222223,0.08017527543939394,0.08077445485714287,0.08050870639411765,0.08033509261764707,0.0804956054411765,0.07951207738235298
15,Mouse69061,surr,1,0.09724963225000001,0.09842312391818184,0.09898892020909093,0.09943727248648651,0.09938097100000005,0.09852578462612616,0.09724963225000004,0.09680408260089687,0.09845426169058294,0.09765179302690585,0.09714884579729732,0.09695092995495501
16,Mouse69071,surr,1,0.1223979810897436,0.12180099346017705,0.12233035870353985,0.12287258260444449,0.12274901277973572,0.12294519651541858,0.12239798108974367,0.12219638401762122,0.1222711375022223,0.12123583396888896,0.12167554425112115,0.12252392498206283
17,Mouse69075,surr,1,0.10591224981742739,0.10645345562083333,0.10598289126250002,0.10612238386249996,0.1070526776083333,0.10637796559583329,0.10591224981742733,0.10596698175416662,0.10567892438749996,0.10682814403319499,0.10657228746887959,0.10631618854999997
0,Mouse04203,ctr,2,0.17848284488372093,0.17200379103448277,0.1813128979310345,0.17947678462068967,0.19211212396551722,0.18957986,0.18270612517241377,0.1765552394827586,0.18093704107142858,0.18243849321428574,0.17823187835714288,0.18206443285714285
1,Mouse39115,ctr,2,0.17015405839748954,0.14003074790243902,0.1399814544,0.14011576060000003,0.13843486530769228,0.14455809092307692,0.14977421846341463,0.15890000907317073,0.1555439467804878,0.15289363934146347,0.15458998860975612,0.15204701880000004
2,Mouse39121,ctr,2,0.19025350991699605,0.1851359214814815,0.18403254496296298,0.17666848823076925,0.17226625915384622,0.19265053371428573,0.17344856564285713,0.1802519730357143,0.2062359201851852,0.19765828996153845,0.1828935102142857,0.19679384557142857
3,Mouse39122,ctr,2,0.21375247672357722,0.2263567990625,0.21142193163636366,0.20412212543750008,0.22511237161290326,0.21307712859375,0.2492116,0.23354536062499995,0.22288755737500002,0.19656604937499997,0.21041355161290323,0.22149097863636363
4,Mouse39132,ctr,2,0.19958279423175965,0.19241309554166672,0.20710412095833333,0.21123145700000004,0.21854530700000005,0.23182491591836735,0.21538594567999997,0.22017445795918364,0.21034292408,0.20277647722448977,0.19882288904166665,0.19962164904166665
5,Mouse39135,ctr,2,0.21191244676767673,0.198697790625,0.19063691270270272,0.20157868297297296,0.20140537029411767,0.20187068459459462,0.20852090162790693,0.20665456833333323,0.2183018807692307,0.2118745575,0.21441309151515156,0.19854189323529411
6,Mouse69061,ctr,2,0.16206418411842105,0.15423835353703708,0.1544576924074074,0.14469344430769232,0.1442756638301887,0.1423696462037037,0.15488929814814814,0.15535838830188678,0.15103297382352943,0.1495289972941177,0.1500150111346154,0.14945664986538465
7,Mouse69071,ctr,2,0.17854666613247866,0.1711229259375,0.15764783303030305,0.15899301617142855,0.17310382769696966,0.16987886466666663,0.16048493592105267,0.15608999803030302,0.15907762028571432,0.16624858351428576,0.16067536927777779,0.16102137054285715
8,Mouse69075,ctr,2,0.17587036854771784,0.17148053399999996,0.17836411104166658,0.17061419864583327,0.15737027906249992,0.17438174104166668,0.18321128531249997,0.1820446028125,0.1772712583125,0.17868591657446814,0.1676487634680851,0.16590499424999997
9,Mouse04203,surr,2,0.17848284488372093,0.1807062417647059,0.18003121398039218,0.17924714229803926,0.17771855150980398,0.17760758832031256,0.178482844883721,0.17932468458984382,0.17922008464843756,0.17941587656250008,0.17990571865625007,0.17886110583984383
10,Mouse39115,surr,2,0.17015405839748954,0.17281663746491224,0.1731994913580785,0.17247764390434775,0.1724460892327586,0.17201409788888883,0.1707751627941176,0.16815232983620684,0.1685702889826087,0.16791541144541489,0.1679301279339208,0.16859753522807025
11,Mouse39121,surr,2,0.19025350991699605,0.1906760510408162,0.18856351968571416,0.18975302404453429,0.1905901414430893,0.18885259028163254,0.19025350991699594,0.18884045168163252,0.18718251830081292,0.1884037776935483,0.188655462632653,0.18704977614227636
12,Mouse39122,surr,2,0.21375247672357722,0.2178112947394957,0.21827902976371308,0.2186759674683545,0.21521212947280338,0.21847705499579834,0.2137524767235773,0.2157368096386555,0.2162751902436976,0.21980928845569625,0.21862344516318002,0.21653078871308024
13,Mouse39132,surr,2,0.19958279423175965,0.20221009469298232,0.2015226659210525,0.20076727708771916,0.1978979869561403,0.1956253639207047,0.19958279423175956,0.19844811982378846,0.20044906604424773,0.20266172469603508,0.20293713050877185,0.2032550415614034
14,Mouse39135,surr,2,0.21191244676767673,0.21517126449999993,0.2169666497256097,0.21721275106508867,0.2117121182386363,0.21581160669444435,0.2119124467676768,0.21553066002857138,0.21154204632352935,0.21079261961764703,0.21205762761764704,0.20944297850000002
15,Mouse69061,surr,2,0.16206418411842105,0.16328022217272736,0.16341491855909096,0.16579205816666676,0.16584258814479647,0.16562529983783786,0.16206418411842105,0.16108776875784753,0.16129690569058294,0.16188302626905832,0.1616699026981982,0.1607838777252252
16,Mouse69071,surr,2,0.17854666613247866,0.1778509779380532,0.17786823935398247,0.17964912992444454,0.17865387033480187,0.1790715590704847,0.17854666613247877,0.1799108894669605,0.17868313355555568,0.17763462367555563,0.17821430758295975,0.17790143197757854
17,Mouse69075,surr,2,0.17587036854771784,0.17963943882500014,0.17718173337500007,0.17860156354166676,0.18106307262500018,0.1770197118541668,0.17587036854771793,0.17603389358333346,0.1763942860041668,0.17629995705809143,0.1777952910663901,0.17769155698333347
0,Mouse04203,ctr,3,0.051776285027906974,0.05018486568965517,0.04136764072413793,0.05376526996551725,0.05516098892413794,0.046647001648275864,0.04973840636896551,0.050783709241379295,0.05301215114285714,0.04747334910714286,0.05081224939285715,0.05062085342857144
1,Mouse39115,ctr,3,0.05863954068912133,0.06754722258536583,0.061440402684999985,0.05824538776,0.0548245648128205,0.0541198755974359,0.05729996499268293,0.06065716418780488,0.06079574789512193,0.05469643021219511,0.05130239227317073,0.051200281439999995
2,Mouse39121,ctr,3,0.04627805588656127,0.04396193044444446,0.04227640611111112,0.04548314741538462,0.047804446615384626,0.0431462735,0.04086664965357143,0.04688252633928571,0.05731156157407408,0.053185901826923065,0.048316278032142855,0.03747882725
3,Mouse39122,ctr,3,0.047766345065040655,0.049191315931249986,0.04821283983636364,0.04994542129375001,0.05254375852258065,0.043015407631249995,0.038714579236363636,0.042032024650000006,0.05107126984687501,0.05285672309062499,0.04457844687741936,0.05033374266969697
4,Mouse39132,ctr,3,0.04865013985407725,0.048051448062499995,0.05122837591666667,0.054366500208333356,0.05358941725,0.05835139009387755,0.04988220966399999,0.055962961277550995,0.05889661865199998,0.050815651499999996,0.05669096927291666,0.05025374614374998
5,Mouse39135,ctr,3,0.04617526327439393,0.043210299859375,0.04461233216216216,0.04573309328648649,0.045865954420588245,0.047750396810810815,0.04799369113953487,0.048407645119047604,0.051978372589743596,0.05217038494444444,0.04860749018181818,0.046333969764705885
6,Mouse69061,ctr,3,0.048589357850438594,0.046351674777777775,0.04996013985185185,0.04904474530769231,0.051588148283018866,0.04735636278703703,0.04607595903703703,0.049505581669811324,0.04945953155882354,0.04914379454901961,0.04707448479807693,0.047926411105769236
7,Mouse69071,ctr,3,0.032569345418247866,0.032708220580312496,0.032636529896060605,0.02741276236057143,0.033761059659696974,0.03242909446575757,0.031008444986052625,0.026317483533333335,0.02413447380342857,0.030544119733428576,0.02999820307,0.02797120697428572
8,Mouse69075,ctr,3,0.03802997693609958,0.04058492664166669,0.03649909170208335,0.04154626832291668,0.038983966829166675,0.03621418934375,0.03877841583125,0.03889830485833335,0.03962872891041668,0.03240493855531915,0.03325413449787234,0.03357644529583333
9,Mouse04203,surr,3,0.051776285027906974,0.051195557274117676,0.05236185386627455,0.05115615252901962,0.05106038359254905,0.05193586950429692,0.051776285027907015,0.0516703538824219,0.051488585737890655,0.05200048185507815,0.05148440802695315,0.051457196554296904
10,Mouse39115,surr,3,0.05863954068912133,0.056275057962280696,0.057372878947598245,0.05800941683043477,0.05863121472715517,0.05917116821837606,0.058524754053361334,0.057827893740086206,0.05831980126391303,0.05961714840043666,0.06045183223436122,0.06027911435438595
11,Mouse39121,surr,3,0.04627805588656127,0.04578480669632655,0.045973206369795946,0.04594101640404861,0.04564660461341465,0.045866325945306145,0.04627805588656129,0.045430245017142885,0.04455007457398375,0.045317871149596796,0.04534531408448983,0.04676395784796751
12,Mouse39122,surr,3,0.047766345065040655,0.046290988882352925,0.04650297552405061,0.046132973434177195,0.046079193571548105,0.047135741002521,0.04776634506504063,0.04767184981134453,0.04644617224033611,0.04651510466666665,0.04672569588744767,0.04600501378565399
13,Mouse39132,surr,3,0.04865013985407725,0.04944763480000002,0.0480742194140351,0.04816413357543861,0.04773240672456141,0.04752733515462557,0.0486501398540773,0.04746789383832603,0.04687860204690269,0.04854958154493395,0.04779283592149127,0.04937861611973685
14,Mouse39135,surr,3,0.04617526327439393,0.04631082525958822,0.048020976873963415,0.04725998115816567,0.047691311252443185,0.04774373117572221,0.04617526327439392,0.046652715987599985,0.0445320883407647,0.04539562482899999,0.04613119273194117,0.04667322099782352
15,Mouse69061,surr,3,0.048589357850438594,0.04789011753363635,0.047155459865454545,0.048327385114414416,0.04756458256515837,0.04845744229684684,0.04858935785043859,0.0479370129838565,0.04769059963408072,0.04738815464080718,0.04828105142972973,0.04814193523153153
16,Mouse69071,surr,3,0.032569345418247866,0.03269504421225665,0.03235355951579648,0.03287816429444446,0.03213268922277534,0.032468747424977996,0.03256934541824788,0.03336464658343613,0.03414213091964446,0.0324941169700889,0.032678807136412566,0.03269044702349778
17,Mouse69075,surr,3,0.03802997693609958,0.03851666677083332,0.03890910816999996,0.03788603022083329,0.038443121936249956,0.03884463864166663,0.038029976936099545,0.03792280279916662,0.03765304398624996,0.03870556942489624,0.03835573522863065,0.03799798121583328
