,mouse,location,network,mean_surr_score,-5,-4,-3,-2,-1,0,1,2,3,4,5
0,Mouse04203,ctr,1,0.10330962775384614,0.0892319076,0.11383795490000001,0.11490468550000002,0.107089493,0.1005803426,0.1040186552,0.1083076267,0.10486618499999997,0.10730563010000001,0.09297540530000001,0.094587636
1,Mouse39115,ctr,1,0.09042469305504587,0.07477757107692308,0.07803924373076924,0.07932944753846155,0.07557058415384615,0.08163507192307692,0.08139915461538463,0.08035568503846154,0.08435335726923077,0.08700393065384616,0.08644676573076923,0.08729370460000001
2,Mouse39121,ctr,1,0.1435421287008547,0.1428265914,0.1505871667333333,0.14587714828571427,0.13248726749999998,0.15209742306250001,0.146346471875,0.14912385374999998,0.155600734,0.15670043285714286,0.14435043406249998,0.14905862437500003
3,Mouse39122,ctr,1,0.07256009754054055,0.08175728234999999,0.07213581557142858,0.07294997425,0.0756625757368421,0.07611119725000001,0.09042423661904762,0.08866645184999997,0.07979900525,0.07085311595,0.07164343115789473,0.07267584314285716
4,Mouse39132,ctr,1,0.12872954978703702,0.13305396711111112,0.1375584013846154,0.13685989846153845,0.13243757699999997,0.1405644127777778,0.14050723339285712,0.1397232167037037,0.13890031078571424,0.14364077929629626,0.1368342154074074,0.1370606178518518
5,Mouse39135,ctr,1,0.07594506591764705,0.0710270390526316,0.07238082038095238,0.07461396936842106,0.07606825418749999,0.07400081347619047,0.07502748876,0.07708046145833333,0.08111582863636363,0.07957508684210526,0.07315536883333335,0.07324336916666667
6,Mouse69061,ctr,1,0.08700153402941177,0.08967841191176469,0.08750370444117649,0.08672756073529413,0.08552817600000001,0.08616623929411765,0.08967552197058823,0.08951223642424243,0.08539344965625,0.08610991621875,0.08604544930303032,0.0877947926060606
7,Mouse69071,ctr,1,0.11506118694897959,0.11224218909090912,0.11245911404347826,0.10590667664,0.10974263920833334,0.11085908383333336,0.109854459,0.11126125469565215,0.10796269952000001,0.11481566956,0.11279244107692307,0.10659332400000002
8,Mouse69075,ctr,1,0.09972693926785714,0.09878257521428571,0.09954723664285714,0.09619710028571431,0.09360858560714284,0.10262479778571429,0.10755874675,0.10356038653571431,0.10177968121428572,0.09985025392857141,0.10144191567857143,0.1012257985
9,Mouse04203,surr,1,0.10330962775384614,0.10604707349230762,0.1033637546538461,0.10338014829999995,0.10393974141538456,0.10415489713846147,0.10330962775384611,0.10296798033076918,0.10332743369230764,0.10336785060769225,0.10456528728461531,0.10406461213846148
10,Mouse39115,surr,1,0.09042469305504587,0.09238354868932042,0.09229046206796121,0.0920344030192308,0.09197007989523814,0.09130611345283025,0.09079237740740745,0.09068812044339626,0.09027581868571431,0.089213803625,0.08991875366666666,0.08903905729126214
