,mouse,location,network,mean_surr_score,-5,-4,-3,-2,-1,0,1,2,3,4,5
11,Mouse39121,surr,1,0.1435421287008547,0.14388302547747747,0.14132321218018012,0.1419980130446428,0.14399337087499994,0.14234833589189186,0.1435421287008547,0.14340420754954955,0.14280680564864862,0.14280821045535713,0.1449701363090909,0.14294405006363634
12,Mouse39122,surr,1,0.07256009754054055,0.07514164444761905,0.07522198399038461,0.07586702478095238,0.07519645342056075,0.07474047678095237,0.07256009754054056,0.07198337092380952,0.07345481712264151,0.07474379877142857,0.07519938988679246,0.07526378683653846
13,Mouse39132,surr,1,0.12872954978703702,0.1301630615809524,0.1297443239811321,0.12992723148113208,0.13071771741509433,0.12835243555238096,0.12872954978703705,0.1291495616285714,0.12912310874999997,0.12903496358095234,0.13052076154285716,0.1305833533333333
14,Mouse39135,surr,1,0.07594506591764705,0.07729587507246374,0.0766709438030303,0.07633833405714285,0.07552689658666667,0.07679710481818182,0.07594506591764705,0.07603265898630138,0.07591534470588235,0.07405289699999999,0.07539516795588233,0.07507727485507244
15,Mouse69061,surr,1,0.08700153402941177,0.08706071068367345,0.08816972664285712,0.08811982711224486,0.08845424359183672,0.08833426695999998,0.08700153402941174,0.08658819738613864,0.08801091553000003,0.08749636903,0.08710703066666667,0.08620014330303029
16,Mouse69071,surr,1,0.11506118694897959,0.11601717620212766,0.11563111265957443,0.11559625331182793,0.11609486599999998,0.11749508425531914,0.11506118694897957,0.11609085724210526,0.11584402798924731,0.11340868944086023,0.11349423074725278,0.11447862441758243
17,Mouse69075,surr,1,0.09972693926785714,0.10234997151785717,0.10176962517857145,0.10245035480357145,0.10335458918750004,0.1010347218214286,0.09972693926785715,0.10093974614285717,0.10123910970535717,0.10151526375892858,0.10085130108928572,0.10090586011607146
0,Mouse04203,ctr,2,0.1681685630846154,0.143731401,0.18673102499999997,0.20260763399999995,0.19468651299999998,0.17381062649999998,0.17204678849999996,0.156726909,0.16449619,0.166381365,0.15213520740000003,0.166208135
1,Mouse39115,ctr,2,0.16043105855963302,0.13271466169230767,0.1305209658076923,0.13189775407692303,0.13297617099999998,0.13733333946153845,0.14304386546153844,0.14607397526923077,0.1463938449230769,0.15185604761538457,0.15164087799999995,0.15107309087999998
2,Mouse39121,ctr,2,0.16986770528205128,0.16925035866666666,0.16907603693333337,0.15806054385714288,0.15534195914285714,0.18709004212499997,0.162500483625,0.17622067156249996,0.19686650966666663,0.18570617207142856,0.17425083725,0.176291990375
3,Mouse39122,ctr,2,0.20094179769369366,0.23036719549999995,0.19447980638095236,0.19258955469999997,0.20578489368421052,0.20113641475000002,0.24130512285714287,0.22476449549999997,0.21931095379999999,0.19314101500000003,0.19876881947368422,0.19387759357142859
4,Mouse39132,ctr,2,0.19267921357407408,0.19832626888888893,0.21496470961538464,0.21484995538461538,0.20864128538461543,0.22572556555555556,0.20986911621428575,0.22206637814814817,0.2179978535714286,0.2130953885185185,0.2041631348148148,0.2010858785185185
5,Mouse39135,ctr,2,0.19695325435294117,0.19128450736842106,0.1752845319047619,0.17308931210526318,0.15892604999999996,0.17659163380952383,0.19278025240000002,0.19480894666666668,0.2101642722727273,0.1951406405263158,0.19755267444444446,0.19234434055555555
6,Mouse69061,ctr,2,0.1453557021470588,0.14708789544117648,0.14769415000000005,0.1358172594117647,0.12968180614705882,0.1272464707352941,0.1429256041176471,0.14441941351515153,0.13682199390625,0.13598174893749998,0.13654107936363635,0.14101338815151515
7,Mouse69071,ctr,2,0.16742135312244896,0.1590627722727273,0.15522210869565217,0.15420863864,0.16900052833333332,0.16296466875000004,0.15696008325,0.15802590608695652,0.1572973526,0.15053700756,0.15338700192307694,0.15633759500000002
8,Mouse69075,ctr,2,0.15499354896428574,0.1486371328571429,0.15693148535714288,0.15004608607142858,0.13466897785714288,0.16215649357142856,0.1814300810714285,0.16875878857142854,0.16033464571428574,0.16708959499999998,0.16112188749999998,0.15484494714285715
9,Mouse04203,surr,2,0.1681685630846154,0.17303732243076925,0.16898930812307691,0.1675137015076923,0.16795721419999998,0.16901167277692303,0.1681685630846154,0.16909618012307692,0.16956279104615385,0.16977653496923079,0.1708338888615385,0.1685138645461539
10,Mouse39115,surr,2,0.16043105855963302,0.1637399879902913,0.1644675742912622,0.16291732376923085,0.1619717655428572,0.16425461893396234,0.16170976084259264,0.15769617686792456,0.15909407244761906,0.156685989875,0.15565508379411763,0.1553670336213592
11,Mouse39121,surr,2,0.16986770528205128,0.16945959823423426,0.1651450532612613,0.16743368819642854,0.1686402802142857,0.16684266745945942,0.16986770528205128,0.16760809946846844,0.16825062829729726,0.1697386896160714,0.1710260544454545,0.17036724277272722
12,Mouse39122,surr,2,0.20094179769369366,0.20364789607619044,0.20696960225,0.20752556199999997,0.2055967517196261,0.2080375924666666,0.20094179769369364,0.20292367965714275,0.2042695921509433,0.20655692641904758,0.2072153940943396,0.20706600783653847
13,Mouse39132,surr,2,0.19267921357407408,0.19620309361904775,0.19244244632075475,0.19301098477358503,0.192404377264151,0.1890710979047619,0.19267921357407414,0.18866534619047629,0.18967395432692313,0.19158922523809527,0.19405161085714287,0.19707346190476194
14,Mouse39135,surr,2,0.19695325435294117,0.20381532224637677,0.19925365371212123,0.20024779014285712,0.1996757182666667,0.20201694551948052,0.19695325435294117,0.19794663212328764,0.1962088931617647,0.19353994528985505,0.1963960113970588,0.19316432108695647
15,Mouse69061,surr,2,0.1453557021470588,0.14429600844897955,0.14615753523469383,0.1492146282346939,0.1509576336122449,0.15170733244,0.1453557021470588,0.14281670204950495,0.14437684089,0.14448736813999996,0.14442770458585857,0.14165180660606064
16,Mouse69071,surr,2,0.16742135312244896,0.1695960430425532,0.1681471999574468,0.16698445532258063,0.16728709495744679,0.16978502622340425,0.16742135312244896,0.16942509348421053,0.16824276588172044,0.16770742024731186,0.16713679743956042,0.16549958831868136
17,Mouse69075,surr,2,0.15499354896428574,0.16469035615178568,0.16222325999107137,0.1637671749464285,0.16757395780357134,0.15987491039285714,0.15499354896428572,0.1581334817321429,0.15943935999107145,0.15745932999107146,0.1589003209732143,0.16029220865178573
0,Mouse04203,ctr,3,0.051261109665384615,0.055747824300000005,0.0433959324,0.0406651459,0.051345740679999995,0.051320429779999996,0.0513508081,0.0477795842,0.05558190519999999,0.0544427475,0.060121936499999994,0.0550306178
1,Mouse39115,ctr,3,0.06302152219082567,0.07105021469230768,0.06277461932307692,0.05706717189999999,0.056300851334615376,0.054184494949999995,0.05686981606538461,0.05782754487307692,0.05874761921923077,0.05403736256538461,0.04916239148846153,0.051191643307999996
2,Mouse39121,ctr,3,0.04943012202478632,0.0436417622,0.04291020073333334,0.035442691342857144,0.04429960171428571,0.0404454025,0.040615242625,0.05061517015625,0.0586071127,0.057561754535714285,0.05284379218125,0.039866364562500006
3,Mouse39122,ctr,3,0.05387210843063063,0.05217950419,0.049958320790476206,0.05061639102,0.05341595627368421,0.04429516933,0.037111798657142855,0.04247742559,0.057700764475,0.059078053965,0.05342173656842104,0.05782927625714287
4,Mouse39132,ctr,3,0.051777252473148155,0.04816202770370371,0.050836406153846145,0.05529299161538459,0.053342278115384605,0.05991758520740739,0.04666808979285715,0.05305783661481481,0.06301989430714285,0.05518294622222222,0.058917502133333334,0.053368668262962965
5,Mouse39135,ctr,3,0.04968975748388234,0.046459609052631565,0.047232339,0.04820882541578946,0.04571374812500001,0.05197177257142858,0.05030590404000001,0.046884674375,0.05072985381818182,0.047705360842105256,0.04573528322222223,0.04625194455555556
6,Mouse69061,ctr,3,0.04800491554215687,0.04661102429411764,0.049602569058823535,0.04741528114705883,0.05278193335294118,0.049955096352941174,0.04398854886764706,0.047429723075757574,0.045194479734375,0.04559982340625,0.044309671166666655,0.04481187895454545
7,Mouse69071,ctr,3,0.03270411523520408,0.03167778659863636,0.0326226741552174,0.025994610356000005,0.03357984807375,0.026111102557083335,0.028283801813214278,0.02552400654347826,0.025075666784000004,0.032062620732,0.02823969868846154,0.025061491212
8,Mouse69075,ctr,3,0.02994665020446428,0.03265611267142857,0.028858267267857143,0.031603464653571424,0.03281007910357143,0.030494267242857146,0.03188321766785714,0.030447326767857136,0.03479646796428571,0.030106324146428574,0.028334466228571432,0.023722619414285714
9,Mouse04203,surr,3,0.051261109665384615,0.05028267811153845,0.05166945332692307,0.052021625003846134,0.05111167284384615,0.05085482205923076,0.051261109665384615,0.05187964070384615,0.0513169344576923,0.05135250578076922,0.050725340319230754,0.050738788557692295
10,Mouse39115,surr,3,0.06302152219082567,0.05792853221844661,0.059355756933009714,0.06067430241442309,0.06207536570285716,0.06342357903584907,0.06280914035925926,0.062395632016981124,0.06254697170285714,0.06363550564230767,0.06495349146862744,0.06523860537669902
11,Mouse39121,surr,3,0.04943012202478632,0.04965834353963963,0.04966321637747747,0.051219783152678555,0.049742574207142856,0.04987451612522522,0.04943012202478632,0.04764508583333334,0.04714892338288287,0.04791365433392857,0.04765551003181817,0.05057763146272726
12,Mouse39122,surr,3,0.05387210843063063,0.050696581493333344,0.051976934201923106,0.05046583439714288,0.05086782326542058,0.05311987801904761,0.05387210843063064,0.05439418273333333,0.051774671893396226,0.052339763728571444,0.05165268116415096,0.050577030344230785
13,Mouse39132,surr,3,0.051777252473148155,0.05209921036095238,0.050889054476415126,0.050940537163207567,0.05000593705943398,0.04941599256857146,0.05177725247314816,0.04980948447333334,0.04813843011250003,0.05064352746000003,0.050414827759047626,0.052221197382857173
14,Mouse39135,surr,3,0.04968975748388234,0.05036546945115943,0.05134338633530303,0.050258271631857136,0.05173172020306667,0.05041381536662339,0.04968975748388235,0.05087030415246576,0.04873623835632355,0.049031005423623195,0.04980815965044119,0.04812885500188407
15,Mouse69061,surr,3,0.04800491554215687,0.045925366038775485,0.0457193935285714,0.04776057073265304,0.046605065094897924,0.04672306976299996,0.048004915542156835,0.04697771841881186,0.04752644405299998,0.047615640897999995,0.04816418016464645,0.04819928459898989
16,Mouse69071,surr,3,0.03270411523520408,0.031181931161170216,0.030885879021808515,0.032892361531720433,0.030936485977127674,0.03290984081648937,0.03270411523520409,0.033728169273894756,0.0350207820555914,0.03150935639107528,0.03265526906340661,0.032752687524945055
17,Mouse69075,surr,3,0.02994665020446428,0.03082028921696429,0.031793908697321446,0.031229399708035725,0.03019329283660715,0.030615932569642866,0.029946650204464298,0.030198652237500012,0.028920397304464298,0.0300689125044643,0.030343482457142874,0.031414106058035726
